Household size,Acreage,Fertilizer amount,Laborers,Education_Degree,Education_Diploma,Education_Primary,Education_Secondary,Gender_Male,Age bracket_36-45,Age bracket_46-55,Age bracket_56-65,Age bracket_above 65,Yield
4.0,1.5,100.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,330
5.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,300
6.0,0.75,70.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,300
9.0,1.5,30.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,300
3.0,0.5,30.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,270
3.0,0.5,50.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
3.0,0.5,120.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
6.0,0.25,50.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
3.0,0.75,50.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
6.0,1.0,25.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
6.0,0.5,70.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.0,50.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
5.0,0.5,350.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
6.0,0.5,50.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
9.0,0.5,50.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,270
3.0,1.0,30.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,270
4.0,0.5,40.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,270
2.0,0.5,30.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,270
6.0,1.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,250
5.0,0.25,150.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,250
3.0,0.5,100.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200
6.0,0.5,80.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200
3.0,2.0,50.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200
3.0,1.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200
6.0,1.0,20.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200
9.0,0.5,120.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200
4.0,0.75,50.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,200
4.0,1.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
6.0,0.5,20.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,180
4.0,0.5,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.5,30.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.5,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
3.0,1.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
3.0,1.0,200.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,180
5.0,2.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.25,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.25,90.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
4.0,0.5,80.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
3.0,1.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.5,20.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,180
2.0,1.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
2.0,1.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.5,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,160
5.0,0.5,150.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,160
4.0,0.75,20.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
4.0,0.5,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
4.0,2.5,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
5.0,0.75,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
5.0,0.25,150.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
3.0,1.0,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
5.0,0.75,20.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
3.0,1.0,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
4.0,1.5,20.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
2.0,0.25,40.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150
2.0,0.25,20.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,135
3.0,0.25,42.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,120
4.0,0.75,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100
5.0,0.5,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100
4.0,0.5,50.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,100
3.0,0.75,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100
5.0,0.3,25.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100
4.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90
5.0,0.5,50.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,90
4.0,0.5,100.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,90
3.0,3.0,480.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,90
5.0,1.0,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90
4.0,0.25,22.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,70
5.0,0.5,31.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50
4.0,0.5,50.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,50
3.0,1.5,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50
