Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load,Usage_kWh
29.99,0.0,0.04,93.31,100.0,72900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.8
14.58,0.0,0.03,96.75,100.0,73800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.76
13.57,0.07,0.02,96.59,100.0,74700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.62
7.42,0.22,0.03,99.22,100.0,75600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.93
10.94,0.29,0.03,98.78,100.0,76500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.48
6.05,0.9,0.03,99.43,99.99,77400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.59
8.89,1.51,0.03,99.13,99.97,78300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.96
10.26,0.54,0.03,99.04,100.0,79200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.66
28.58,0.0,0.04,95.53,100.0,80100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.38
44.68,0.0,0.04,88.15,100.0,81000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.41
44.17,0.0,0.04,89.27,100.0,81900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.52
40.82,0.0,0.04,88.73,100.0,82800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.55
43.67,0.0,0.04,88.77,100.0,83700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2
43.02,0.0,0.04,89.14,100.0,84600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6
39.82,0.0,0.04,89.42,100.0,85500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52
47.88,0.0,0.05,90.7,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.1
40.46,0.0,0.04,89.64,100.0,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.83
47.2,0.0,0.05,90.15,100.0,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.32
39.17,0.0,0.03,88.15,100.0,2700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.12
49.21,0.0,0.05,90.17,100.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.64
37.15,0.0,0.03,88.46,100.0,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.45
7.81,0.0,0.0,80.56,100.0,5400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.62
5.51,0.0,0.0,75.83,100.0,6300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.41
5.4,0.0,0.0,73.6,100.0,7200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.87
5.08,0.0,0.0,75.39,100.0,8100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.15,0.0,0.0,74.95,100.0,9000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.26,0.0,0.0,74.64,100.0,9900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.9
5.04,0.0,0.0,75.65,100.0,10800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.29,0.0,0.0,73.65,100.0,11700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.76
5.15,0.0,0.0,74.95,100.0,12600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.33,0.0,0.0,73.8,100.0,13500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.65,0.0,0.0,73.7,100.0,14400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.16
5.44,0.0,0.0,73.11,100.0,15300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.22,0.0,0.0,74.5,100.0,16200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
4.93,0.0,0.0,75.75,100.0,17100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.72
5.18,0.0,0.0,74.76,100.0,18000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.04,0.0,0.0,75.65,100.0,18900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.83
5.4,0.0,0.0,73.6,100.0,19800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.87
5.26,0.0,0.0,74.07,100.0,20700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.8
5.33,0.0,0.0,73.63,100.0,21600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.8
5.54,0.0,0.0,66.78,100.0,22500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.97
5.58,0.0,0.0,64.58,100.0,23400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.72
5.54,0.0,0.0,64.53,100.0,24300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.68
5.44,0.0,0.0,65.22,100.0,25200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.68
5.69,0.0,0.0,63.52,100.0,26100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.68
5.51,0.0,0.0,70.45,100.0,27000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.47
5.87,0.0,0.0,76.4,100.0,27900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.95
4.64,0.0,0.0,82.76,100.0,28800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.84
31.43,0.0,0.02,83.09,100.0,29700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.94
39.38,0.0,0.03,82.91,100.0,30600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.39
58.72,0.0,0.03,78.52,100.0,31500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.45
29.7,0.0,0.03,93.03,100.0,32400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.31
52.52,0.0,0.06,93.7,100.0,33300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,140.9
36.32,0.0,0.04,91.82,100.0,34200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,84.17
44.39,0.0,0.05,93.48,100.0,35100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,116.82
44.71,0.0,0.05,91.92,100.0,36000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,104.36
53.35,0.0,0.06,92.95,100.0,36900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,134.46
22.1,0.0,0.04,96.98,100.0,37800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87.8
32.29,0.0,0.05,96.37,100.0,38700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,116.53
11.88,0.0,0.03,98.17,100.0,39600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,61.24
44.46,0.0,0.05,92.28,100.0,40500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,106.45
51.88,0.0,0.06,91.86,100.0,41400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.6
26.89,0.0,0.02,89.01,100.0,42300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,52.52
38.16,0.0,0.04,91.78,100.0,43200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,88.2
2.56,19.26,0.01,97.94,54.19,44100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.42
0.0,25.81,0.0,100.0,27.63,45000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.42
0.0,25.34,0.0,100.0,27.96,45900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.38
0.0,25.42,0.0,100.0,30.6,46800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.17
10.84,4.86,0.02,97.18,99.41,47700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,44.64
21.74,0.0,0.03,95.85,100.0,48600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,73.12
34.7,0.0,0.05,95.44,100.0,49500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,110.95
27.54,0.0,0.04,96.02,100.0,50400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94.64
36.58,0.0,0.05,95.59,100.0,51300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,119.09
15.91,0.0,0.03,97.33,100.0,52200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,67.43
30.64,0.0,0.05,96.41,100.0,53100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,111.24
27.11,0.0,0.05,96.49,100.0,54000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,99.58
21.89,0.0,0.04,96.75,100.0,54900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,83.74
28.76,0.0,0.05,96.27,100.0,55800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,102.31
31.21,0.0,0.05,95.51,100.0,56700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.66
18.97,0.0,0.03,96.5,100.0,57600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,69.8
38.38,0.0,0.06,95.47,100.0,58500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,123.19
22.82,0.0,0.04,96.55,100.0,59400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,84.64
12.38,0.0,0.03,98.19,100.0,60300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.19
26.93,0.0,0.05,96.83,100.0,61200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,104.36
32.58,0.0,0.05,95.78,100.0,62100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.54
18.79,0.0,0.04,97.34,100.0,63000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79.85
20.84,0.36,0.05,97.83,100.0,63900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98.35
9.58,0.97,0.03,99.21,99.99,64800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.71
40.75,0.0,0.05,93.67,100.0,65700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.97
44.5,0.0,0.04,90.51,100.0,66600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.75
37.8,0.0,0.05,95.21,100.0,67500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,117.65
25.96,0.0,0.04,96.29,100.0,68400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,92.63
31.07,0.0,0.05,96.37,100.0,69300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,112.18
29.45,0.0,0.05,95.81,100.0,70200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98.57
28.91,0.0,0.05,96.42,100.0,71100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,105.12
30.46,0.0,0.05,95.98,100.0,72000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,104.15
20.27,0.0,0.03,95.91,100.0,72900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,68.69
34.85,0.0,0.05,95.61,100.0,73800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,113.65
18.5,0.04,0.03,96.86,100.0,74700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,72.07
0.76,0.86,0.02,99.98,99.98,75600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.48
0.43,1.94,0.02,99.99,99.89,76500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.11
0.18,3.2,0.02,100.0,99.68,77400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.71
13.72,0.04,0.04,98.77,100.0,78300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,86.65
2.95,1.26,0.02,99.84,99.97,79200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,52.13
21.53,0.11,0.03,95.51,100.0,80100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.41
37.66,0.0,0.03,88.61,100.0,81000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,72.0
27.94,0.0,0.02,81.05,100.0,81900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.66
36.43,0.0,0.03,86.09,100.0,82800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,61.63
48.06,0.0,0.05,89.85,100.0,83700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.35
38.02,0.0,0.04,89.52,100.0,84600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.36
46.91,0.0,0.04,90.19,100.0,85500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.92
41.54,0.0,0.04,89.31,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.48
46.76,0.0,0.04,89.88,100.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.9
43.13,0.0,0.04,89.02,100.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.28
43.16,0.0,0.04,89.01,100.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.31
47.38,0.0,0.04,89.91,100.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97.31
23.44,0.0,0.02,84.69,100.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.33
5.44,0.0,0.0,75.11,100.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.19
5.33,0.0,0.0,74.82,100.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.01
5.47,0.0,0.0,73.56,100.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.94
5.47,0.0,0.0,73.16,100.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.87
5.65,0.0,0.0,72.05,100.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.87
5.65,0.0,0.0,71.81,100.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.83
5.62,0.0,0.0,72.23,100.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.87
5.76,0.0,0.0,71.38,100.0,11700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.87
5.47,0.0,0.0,72.75,100.0,12600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8
5.58,0.0,0.0,68.32,100.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.22
5.11,0.0,0.0,65.76,100.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.46
3.74,0.0,0.0,73.04,100.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
3.78,0.0,0.0,71.98,100.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
3.6,0.0,0.0,73.65,100.0,17100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
3.6,0.0,0.0,73.65,100.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
3.6,0.0,0.0,73.65,100.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
3.53,0.0,0.0,74.31,100.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
3.74,0.0,0.0,72.7,100.0,20700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.96
3.64,0.0,0.0,73.28,100.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.92
4.18,0.0,0.0,71.54,100.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.28
5.11,0.0,0.0,74.81,100.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.76
4.5,0.0,0.0,73.65,100.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9
3.53,0.0,0.0,73.71,100.0,25200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.85
3.53,0.0,0.0,73.44,100.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.82
3.74,0.0,0.0,75.6,100.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.32
4.75,0.0,0.0,80.34,100.0,27900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.41
4.1,0.0,0.0,85.4,100.0,28800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.73
26.46,0.0,0.02,80.96,100.0,29700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.5
57.64,0.0,0.04,84.74,100.0,30600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.98
50.44,0.0,0.03,82.09,100.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5
16.81,0.0,0.03,95.67,100.0,32400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.26
14.98,0.0,0.03,97.08,100.0,33300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.59
23.72,0.0,0.04,96.21,100.0,34200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,83.7
22.57,0.0,0.04,96.31,100.0,35100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.78
28.4,0.0,0.03,92.33,100.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.29
36.11,0.0,0.03,89.77,100.0,36900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,73.55
24.8,0.0,0.03,93.02,100.0,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,62.86
25.6,0.0,0.03,92.28,100.0,38700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,61.31
37.76,0.0,0.04,93.08,100.0,39600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,96.16
46.87,0.0,0.04,87.12,100.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,83.16
54.86,0.0,0.04,85.41,100.0,41400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90.07
46.19,0.0,0.03,82.5,100.0,42300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.43
44.17,0.0,0.03,80.45,100.0,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.83
12.78,14.44,0.01,88.56,86.03,44100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.37
0.0,26.42,0.0,100.0,26.77,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.34
0.0,25.74,0.0,100.0,27.8,45900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.45
0.0,25.74,0.0,100.0,30.25,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.17
11.23,6.16,0.02,96.46,98.89,47700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,41.08
30.28,0.0,0.03,90.85,100.0,48600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65.84
29.38,0.0,0.03,91.4,100.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66.2
45.0,0.0,0.05,91.86,100.0,50400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,104.62
30.56,0.0,0.03,92.37,100.0,51300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.66
56.77,0.0,0.06,92.15,100.0,52200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,134.71
43.13,0.0,0.05,93.83,100.0,53100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,117.04
46.62,0.0,0.05,90.94,100.0,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101.95
56.45,0.0,0.06,92.0,100.0,54900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,132.52
38.45,0.0,0.04,92.5,100.0,55800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93.6
41.72,0.0,0.05,92.75,100.0,56700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,103.5
47.88,0.0,0.06,93.33,100.0,57600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.42
36.36,0.0,0.04,92.89,100.0,58500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.19
54.76,0.0,0.06,92.43,100.0,59400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,132.62
48.6,0.0,0.05,92.21,100.0,60300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.81
34.74,0.0,0.04,92.92,100.0,61200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,87.34
29.88,0.0,0.05,95.8,100.0,62100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,99.86
24.08,0.0,0.05,97.62,100.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,108.4
8.03,0.43,0.03,99.38,100.0,63900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.93
9.22,0.14,0.03,99.17,100.0,64800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.1
23.11,0.0,0.03,95.67,100.0,65700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.92
20.74,0.0,0.03,94.33,100.0,66600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.93
11.52,1.69,0.03,98.41,99.96,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63.79
7.67,1.58,0.03,99.37,99.97,68400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.82
12.71,0.72,0.04,98.88,100.0,69300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.2
7.6,1.15,0.03,99.43,99.99,70200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.1
7.34,1.8,0.03,99.38,99.96,71100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,65.41
15.12,0.0,0.04,98.74,100.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94.25
8.35,1.04,0.03,99.3,99.99,72900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.09
16.34,0.0,0.04,98.62,100.0,73800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,97.42
10.66,0.94,0.04,99.06,99.99,74700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.36
15.19,0.04,0.04,98.72,100.0,75600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,94.21
12.6,0.58,0.04,98.89,100.0,76500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,83.7
13.1,0.47,0.04,98.82,100.0,77400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,84.67
15.34,0.0,0.04,98.68,100.0,78300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93.35
5.11,1.22,0.03,99.63,99.98,79200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.62
14.04,0.5,0.02,96.51,100.0,80100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,51.77
31.32,0.0,0.02,86.03,100.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.85
35.21,0.0,0.03,89.69,100.0,81900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.42
35.03,0.0,0.03,88.56,100.0,82800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,66.78
37.66,0.0,0.03,89.1,100.0,83700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.91
42.44,0.0,0.04,90.11,100.0,84600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2
38.2,0.0,0.03,89.22,100.0,85500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.46
37.84,0.0,0.03,88.21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.85
38.48,0.0,0.03,89.18,100.0,900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.85
42.66,0.0,0.04,89.77,100.0,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.94
37.12,0.0,0.03,87.45,100.0,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.92
43.74,0.0,0.04,89.98,100.0,3600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.18
